user_name,submissions,comments,cmv_submissions,cmv_comments,deltas_awarded
1466,421,2287,58,635,TVDKoQlbQFEdLUyZqwYC
18,848,34,616,901,uDpOmrRVyYvALcOkHXoM
1671,3,2638,0,450,FYuEimDAjYWtOtSYYbbR
1096,371,1682,361,386,tQsDWYSmyQKSTALHuTRN
1548,206,2410,153,582,TiWhlrgHvBaucRhrhHIL
160,38,346,19,261,FwAqGdURIQQgRgMzuVsU
30,2,164,0,3,BmdwosphhYSqeVPJifuo
251,82,656,0,303,HKxrOYScomrokwFvtEWw
1206,508,1242,201,993,LfupMrVtTTubTiKXpNSw
301,137,320,59,631,sLZrAEkPOoEKqbnGBiRx
1412,365,1513,278,601,XEzKntWrvpVfBeYZqHun
124,176,1275,157,223,PFZhPNNDQfHQecxGCLqk
7,582,141,16,719,LsCJCmFutNLLeWrSQxVy
206,142,879,140,183,uWFHPQkYjOcCTWFNdIoj
1414,236,1510,169,531,XbknVrYQYdngJEoFexeP
1661,347,2865,224,380,RHfJKeBNrGcMtdfrYiZC
1918,91,2443,8,107,NEzNQrzfFzTJWqibqlwH
607,6,1860,2,7,XjYTiEipQkzjlydkfYAT
86,34,495,16,201,zCmEeDaLmQNUDRilmvOv
448,8,1621,5,177,kuKjLwxpGRuLrYIUGCuw
285,284,795,88,887,QaQmSHNTrcXVFaaZmnyT
197,256,2778,216,376,ZKzTKBbMJBEsHFHeCVUJ
1172,485,1224,152,752,ngTcvJvLxeLZSsPicyab
181,101,1543,77,203,jTSqaOrNltjlmDtIWyzG
1185,35,2157,5,76,WWYviMtQCaQFELmwBxMI
668,674,2273,622,792,WNMHpdkuwBihZgsCDXsV
733,176,1412,8,385,RxQGfnctOwetmBotuNyn
1037,79,1509,17,172,ggkDnsoqxHlJgwvlPRfh
1221,617,2423,25,764,mlQWlrRdgccvFcPGLDqr
517,567,1382,297,677,YQXWtuuNXaXoJnARhjGn
932,16,1303,13,612,wlMjMpjarUjyxwoeTMnu
218,32,615,6,706,TnzCKasafyHfaAPuwgdn
2017,389,2472,361,426,UtgKIcFjCHNJdinIWxee
1806,4,2624,1,16,evsAKfqEoMwoAuoGvExw
160,125,1046,73,142,TNiNxvQvqrxlMUyTZuEh
425,40,2409,18,101,gGjNHVuTvwtqcXKNqnKm
16,249,17,32,602,esehTBytJOGvVmgvOGEH
2690,65,2884,13,428,rUCYvKUTIhhQPrSzdlrQ
0,66,65,64,107,rEGPTEfPyaHDeSzQDNPQ
93,110,1066,92,470,uqgitGjOceRyeAAxHXCL
976,47,1033,44,138,gxCerMFigrMnyvoJHkMb
70,672,281,209,737,MpYGsqRfGKqGPifCEpvb
249,14,1165,9,21,minmbHNLGfaYrQxLefyW
2137,976,2178,354,993,VbodLQSHSybVkMxYJsjA
1175,192,1782,75,235,nvUpOifuyiOumNPtRzhP
43,622,166,585,678,AGGbSSlHdjlVgjWJoSMg
1454,16,1478,13,47,NuVXEMuEMpgLagCPmYqn
861,450,979,106,687,zFHbhwXdIBFQuTlWjGKL
1122,124,1179,41,232,IaLIpLpWdbSWfQAARYhG
407,149,568,48,499,uKdtgiICEalaHbfZYyhZ
381,16,970,9,445,IAhowgirvXfcBoPeIHgG
863,15,2410,7,209,bimKxxHOCvxQnBxWbARQ
139,304,407,238,804,qFErTjUPfakYeNtedlQI
1193,510,1306,247,594,iUgQNBvixgWyiwPqibUN
55,215,1114,147,869,giGBMwhuPyakkarKZiIQ
2615,53,2701,4,366,VSQuAOadxyiuDLSpXZQl
17,532,245,447,915,FboaOaGdQjybfYVkmYCz
547,703,2505,155,755,gKIIOwKxZOBXmzypTLqz
76,33,121,27,252,BXPWvlLkeFElXIAmuKnH
632,243,1312,157,539,AYiPiIaAJmEfXKspNtnT
121,172,187,124,198,VbYnufxeSMfRSlnjMNLT
400,29,493,20,37,GqfXlecmeHSxSOIzaFth
149,355,704,260,402,QKoDJeLDUQydnBiOEFJZ
291,20,806,1,93,rvMSzSPmRshPKvdXzipv
410,34,1124,9,520,otnqjXeeDGVyYALYuxbh
2620,207,2765,26,739,NcuHjyvznaRzIxtLactE
672,134,2157,7,645,uvqqForOWeedwWYPjFsW
582,313,867,91,343,gosCjxvCgkOVwtlOimIn
446,465,469,76,752,ZfdWYFjRaWUTFVWDDICu
1581,457,1772,218,672,HcRYMLxMuOfxKqLShAqO
777,894,1642,243,921,giacGqVMFdqegdKpxraW
189,304,299,248,883,crqBSgeMQuvIehKByNlP
182,32,361,27,178,QCWJuFxXMeQEyuoAJofJ
1354,723,1784,330,998,XlCcFlrZhbiMVRNzAzqq
281,850,1849,435,895,BlBQJqHHbVxZbKTLJTfD
842,371,1566,300,707,JcdVqgjWomfUiniMkzTJ
84,85,393,35,286,XPfETXJSqoSwYwxlLMWw
886,233,2962,182,268,sdnnwtQaDMNJLGpkkZOx
1129,120,2499,26,396,BknCgNSQrpHPWapvBJWe
1121,675,1792,60,736,YknQCxaUfqwGCTPXrBCS
1638,292,2034,45,665,wsnBKJeVMrpCwhPdSOio
1933,487,1952,244,535,mOHCtzqxXZVVzaBEUVCP
1009,787,2314,608,937,MtMKFMytpAKIFhvVWiQu
779,725,2736,642,925,TlaNVVYUiSZOOZRanZCb
187,376,1080,363,513,ltmPDgnhwdgOxrubFXNJ
1572,139,1642,60,233,HnJZyRJxonGbvIrhefnJ
467,531,2295,132,615,sbgErWuhnLDcWqlRRLTm
2145,252,2214,42,266,MsUNgembtnxFVgQFmsPn
446,451,514,20,633,cQKHoFTfECyaalEznArX
381,58,1960,17,206,WjEfRFFpjtTXIEuBTXyG
825,249,2401,63,260,ALaqsLJreWqtrMtQPbrV
860,104,1735,67,105,JUkHdmTWQUlppQShGzia
19,74,56,6,154,rfnFjIehZpfEIPlOjYQI
78,552,88,517,858,eaDgqWhmpOCCDDfpejPv
1433,249,2755,102,352,saiBpfcvKjTVdeGeRqqo
118,567,275,211,748,HthGFtAUTbbetoUntDKx
539,108,930,37,417,ntNYvZJySUOYHEemtvsB
109,273,118,166,654,riBNdYlXHaNXWuFqrkxP
316,3,1819,2,34,bZotMaicdaluJitgUDZO
1086,59,1580,31,204,uHZhcNKpaZwTwputvdFi
133,263,657,156,383,XNzrXNeBHsJYgGTRhZsP
4,65,1271,13,398,FmPDGlJkffFPxzdNauZO
1029,89,2956,25,201,OcieKcqbwGCvqfAwFmkY
519,133,1773,64,575,XquqicEsuVNiDtWNEUsC
473,853,1655,719,996,tYYhbpBAImzSzLOpzIzC
922,224,2292,151,420,cxcRKkDqAtltFQPWcyxP
1393,693,2778,386,801,xnRDgxNjTIUUDBNeIqko
1718,176,2215,139,428,yEOEZZmYzAuImsJVzpqq
1,117,1067,9,138,LXAUwhaTLfIYwIwzHmbe
219,36,512,4,147,cqcZslibTNrXwryYubfD
2033,60,2902,30,347,erzUUsgLdqqVyvcnoRRc
72,277,1344,269,290,iuZxZnxNwGoUCpkVkZeZ
416,146,1974,39,256,yUNegjYIONiPFVBjDCvM
408,357,432,217,807,WQyjoWNQhTRyPMzXozyA
177,32,246,13,114,wBbuHJzysblKYbFsbJtc
2759,301,2904,228,317,tKNqmxSduavIfFCkFXjs
292,296,456,216,658,dbrOTTkBNuxWagAvcNyZ
85,260,177,210,418,zgVArcinajwBmSOQdJkH
1105,285,2415,196,633,bKgBuREXBXQOUSageSDl
1043,40,1117,12,906,WnerxwkrVUtLjaPZRmpF
832,3,2087,1,39,UBTxHnEEFbSWyvgsoAqJ
1422,174,2237,12,824,gZyFqTocFtSXbnUjEZHZ
35,76,1332,56,150,ikwHBSHUvZuGvpCJJCqP
742,644,1009,166,738,oGfaAGutqeTOxHzMMPxW
707,53,1224,21,165,aQclykMDIaZnaLfxNVQn
408,288,778,162,336,SXJfQewhbroMQscwORnE
416,15,448,12,185,hOFaiFKQjycCBCWqQYhD
1171,19,1534,1,861,hajRwpNtESwXBobivqjl
510,76,2162,52,195,RwcFbVluLBAqZzxPpCLA
591,44,1389,12,82,svIhCgBjetYgOdFNZiDp
381,532,436,402,696,SGtNCOFhfvwuDoEFXfzr
343,284,418,282,569,tDFUNzDoxhFgdJhteMCK
130,210,2075,180,323,WXlFvHFxkvDDeOaOyGWF
550,418,701,105,977,sgAmUipYNJOftWwLxVCF
1628,134,2078,98,214,zECTLgglBlXpCkwctFtU
344,9,427,8,136,VuJwNYuwRZkLvSKbhleH
1898,4,2404,3,543,UdFFzepIknFqzibhlJlz
1049,205,1484,27,721,GRuluVnbWYgPOqMUweor
1961,367,2201,309,493,KgmSNzKVeGfiYjmFmlcj
960,24,991,22,523,xYAPAtqrOkMqOyTSoYvZ
527,332,606,159,742,VvKiIdTRTjbBxazlgxTn
1105,257,1213,97,349,lGmdXSQOPjodrcDokwHq
209,182,799,163,578,IePyEFQkwpQFgQEwkYCq
2154,131,2179,65,481,xMFPENJSQVGeKUCbkYUT
416,156,625,96,211,QuCoukHUhovNoZoATnCM
124,200,149,149,328,EsNvcuxcrxRSLNtoayUK
719,759,728,733,917,sRUGylGqAKeAMFRMmfcU
486,20,669,13,78,XnpKAmtFsadmBzdwmxEA
64,47,692,22,821,obEMtXEGLiRaryOXdYaj
1685,57,2307,54,314,TQKncUcFuTdXfKZnSsjB
614,69,990,53,206,haZXsxSrfXyOLvWPZIHr
1399,219,1426,79,999,XymEDlGXPPXEmrKhJPpR
47,22,80,4,117,zxYcfVlmlGJDiUAatLRE
499,18,2014,0,111,ivsQYlZdDtTjERhlogNs
19,613,2263,72,777,bgMfSWDdakgjrCveMSVz
423,138,2388,24,285,GTBHvUZuOAvTnxfFrVZm
246,40,659,21,459,dfuNMycHEjNdTccCRYvj
69,427,2144,419,671,heGGrecjofdeAsuONzQU
252,147,2269,115,173,HNAPUdzAAcxoVIiztOEZ
229,10,1295,2,378,bvyjQFxRjHbKqLojIzcp
146,33,252,14,347,jzRiBfCqeHgJdsFAnyJO
5,222,1652,162,224,ckwVdmGvjfLyZvnczfoO
522,221,691,132,771,JnKPgmztuYVOaAgeHddm
2465,68,2603,12,116,BVgjidtyvjNzGoAsbSsF
476,15,568,3,289,uNBvHVbYxHNIeCCoataW
516,303,2752,176,318,yQuOnkXhgVOozEetLANb
824,461,1911,248,932,ZUkgAfoqibKawFilRiOq
1722,235,2711,200,381,KtFZergzmWxXVtoomYfr
198,489,315,116,569,zfPozdaFskgMNwTszLUQ
615,406,1118,217,853,fXASRqkmvmvzOivPjPRM
1413,432,2169,227,753,GSbfvmAxzdJKfsGjyojo
1101,696,2700,365,841,eRoWRsAyCbhXfovcrXOA
1196,8,1215,4,211,VePevxjDBrtXSSEcBDOJ
2585,57,2964,1,198,pkgWxAowWPuDAuLaulLv
234,9,570,3,17,BxOfRxvYKepppIjGlBTp
103,2,163,0,455,pUXbNTUQHcGnEbcZumfX
246,496,478,409,605,TRfQMHevZJLBTqkeiSbp
549,29,817,4,813,VvdOgLjlDqmgTLHEBFPi
60,446,61,101,884,vkarUyVfXGONznCYlcch
1182,117,2537,33,881,lmFJURKsSJEQADqupPJo
494,347,1362,132,560,KWFdhAukrUotiCxLbYkk
1982,175,2629,142,475,GEzUJRgVIpPLIbFRfzBG
144,365,303,337,497,ECvwwwRiniUsjErExJpN
33,407,80,25,510,fcBraCesWxvkZzJUdXSX
514,118,1179,100,673,chrpgMHCabuskZhVscHY
108,564,2141,272,766,MytaeREMXRVZIEWlYuTF
122,238,1701,131,587,VPGYjfMpguCLlJpbVjYf
426,105,454,28,274,GVLBmIqHJBUyJyDiJBQJ
792,213,1192,54,326,lCeZOtfkBJNIVRIFzYEF
1138,22,2590,10,53,xmTwDEsfIApjjKUdnFRh
388,49,1916,33,220,ToPCAhVsDSjTNNjlXKHw
31,156,43,82,746,FNqgLnXdLEvhFVVCbhCH
458,24,601,13,135,LnutFVMjBBgJmGmVuCBX
4,162,387,4,185,WxchNseuQGMmHoYpHcTa
187,29,1041,3,216,bTYXIJmxbJnAvHddRREP
255,64,2330,12,587,JIPfeqzxrDZVbklQTLYz
112,539,570,316,975,YNelloTqMeOHOblhSvDo
2091,303,2508,42,364,zfQksRcAGsnWZaOJNVEQ
1029,185,2912,72,371,XLXxXIyosWdthjBSTKvi
508,63,2143,41,167,DbzvjnfMxmVNGOlfFHAP
330,88,566,63,113,PaOVnsUtuqRbWhgUXatw
1409,290,2046,0,469,xfkSbAfTockMgGGWxhuz
1091,17,2712,1,413,ilEpVxkhzaxKoPjoVfaS
1963,253,2030,39,260,vGwLzgiqefPZPiEiAotD
1264,272,2601,209,303,CXGkFfNhUOiiJaHjbMar
576,77,976,35,434,UMXPVjHfIWQOiBjRDSaN
263,343,2757,254,521,okUrsSbHgtMzRfVpfUaR
639,572,1391,259,680,UjsoejHCcRGdeXfIjgvB
80,48,203,40,142,skDTSKdRPOElunihMziT
57,364,2049,214,498,mSKmHKdTTdkcwUpRjnLa
348,72,1588,71,413,JyfttAvgyCAotlqASouZ
1104,306,2811,0,354,cWExhCAsrPnXeQWmrPJt
656,33,1034,25,122,kAueXKPsAsYBVKOvBNgn
127,130,1299,88,368,wLbiKaVfEZDGFJmztWXj
442,110,1240,60,468,kPXNQDsWfjDcfeGlDmQC
49,642,259,78,649,JGQWNyGkKCAvagzjwXMK
731,75,2325,44,216,SyoUAWQoivynWZICNVrZ
293,112,2183,10,239,CNICGIIqpzUYqSfzZiZw
692,252,2029,145,762,KpxwWoAFyQBQPshzxzAR
1711,496,2838,464,628,WuJSErtxPOqzxfmeAoUn
120,89,307,52,150,eDxqrdDpNXJpGzzQcKOL
1170,88,2115,74,515,LxyygiHBqNqtUJhEwEHL
387,259,1260,138,291,YJKDDovOnUClzGQgBqMh
1297,66,2161,1,613,EVOCFvgohoKjjRvrmgbQ
1449,615,1506,312,923,vCEnYxmnJoXCFzfoLsMN
449,134,1613,17,556,DJlZEAmnjySZmPVgBLzS
123,174,1260,43,429,kOprbkSPjBROxIZcDVQX
131,325,618,144,857,TWIRmiEWSBdKDQBQbUIU
1124,140,1175,125,214,LJcmtDhVwWcBDiAghtfA
1397,439,1803,390,817,VPaGoxVTDDDTNjeGPkEQ
11,50,2684,32,941,HbQNOklwKHmnHvkhiITn
403,66,2434,32,382,ceIthaBXyPCXfgIIywDJ
591,87,1919,59,666,WAgYnPVmbKPRhiTdARLS
516,6,592,2,618,gEvpsnpZkCnKWtggLVQu
619,182,970,27,392,zHgWfmzUcPMorxAKjsOw
83,149,2956,101,437,NropojGOiUxfOTwfrmzI
196,406,1680,344,623,ArPuoKosTuZKuSJghKuS
1463,391,1999,36,475,MLlPsLduAWlWgkGAAObn
223,123,2179,31,161,pZltCKKLwbmoJeNxUMdl
1636,564,2114,364,673,xNFQVZbuTtPfNtErdYWC
265,31,1487,11,118,gcZwiFDGbPKLSgZKipeP
176,32,630,6,51,upGUtamBkrrksOyxwkpv
212,1,410,0,66,uMOuuQGqNwVBiSBixeXE
529,20,842,17,162,qwTVQtYUOMOSXPoNqkZD
1676,330,1767,189,797,YwJBKpDJlYfwafbIZFYO
543,456,2116,232,465,mUJTCAOZrvabjWTVNMnF
1066,90,1433,86,885,uUtIUykaFwVJHxsRfcQo
2261,317,2400,60,322,JLnJEWRQmSoqveJoGZVu
66,38,134,34,40,qiDmpQidglqIqWEzwoqD
553,2,573,1,6,GnpXrTlMrewsKNNWWLma
438,55,729,7,393,gEhIOQUfNwqvNIDMAIBG
137,692,2077,252,914,zkThFmBcESeMeXfvXzAG
1157,199,2337,150,387,oucyBhlpYEyVMsPlLvsR
919,187,2577,135,966,tZQJMIknJXFVzcDWjKgp
45,95,772,59,412,nwwbvbVacQGvNHOwSCsT
358,45,840,20,71,dKFJAKHwTyssbfLgUHdS
347,168,821,21,516,UoiQurCEHiVvUaLRITCV
546,189,1911,74,255,uUyuZMaRXpAtTtvWqxHk
1459,20,2789,14,117,gHtpErtmgmJTgjDpSbeb
360,7,740,3,30,LpdeSgFVDYTtWBlAkHfO
286,57,479,55,201,SfJCFMLeMHIKVUwzEQQs
172,468,2639,345,654,gxFjYJuLDaOFRRKvbgMe
659,82,2604,78,458,JsQouBchPgntqnMikdfW
666,82,1111,29,270,bVTFFqmoeqJkVFgkHHqI
1186,187,2359,19,260,UJcwNPTCzJrCDZQVgBCF
1904,187,2181,118,432,ZEPTUgGPjHOxivwTESbc
1402,569,1589,310,874,duBaOtBOxhjIAYDsoCZJ
1296,56,2267,14,862,KgdRdGuZVGqCtstDcsrZ
639,373,1990,328,793,TzAEHPiqUxIpCsdvtlSZ
1930,51,2150,7,68,iknHymYwWPXWWYDaoRvV
35,181,2217,112,488,KCOHgGbandEeYfEFEHPk
592,494,814,107,572,EaYtOGeUYmDguCoxpboK
726,36,972,35,384,wNFszlgGuaveExAHYmWw
352,502,565,208,604,EoPaMZmiULefxinjmqDP
22,233,299,65,632,aEEBYADBvBRTDjsjXJGG
1994,549,2544,242,997,nYnvtrZsNqBuBvSGBIYL
811,40,1177,33,83,OaKiohVoQaHCJmqPoRrG
36,71,790,62,126,wuvcaiXELGIlPGiibNRz
1336,18,1830,9,146,AHYTwZMjTgbijwUwlCiE
2237,60,2895,49,234,TScBKCEUtcPfRwYwbycX
397,437,2222,161,541,gYtZsQFzFAZIXcSeUTML
1064,8,2187,7,14,FRNMXjxgQoIUcsvLAVdl
492,739,2530,549,964,RuKVLssKSIaBumqedwbS
1647,208,2218,58,402,vErHrweFBOHiBlzfcIir
2179,412,2399,366,545,ZrOfizduzBhvjklLJjkF
791,151,796,27,616,gssueiZhrMcSeUngtDfF
76,758,1135,314,947,OsUedVfZTZZYndFgmHnE
213,154,317,9,383,tHYtDfHPcBTUzvqsTFsN
42,306,73,142,702,SxlrmmnApMIUICyazVyg
1470,492,2011,192,788,xniiOgKnSPlSJtQpTBrZ
304,6,353,2,15,DqSRcJGErUKSkpOCnnme
1658,497,2743,89,552,JArbmJCvlLjacneVgUnJ
1313,29,1566,20,982,BiuyTTxyJdjiPBnkXkoo
303,351,902,261,418,oOZlGHwgEOnfaJSoUnzQ
310,261,883,74,348,sfsXzGoUuvgFcpeSPccH
1335,256,2170,80,303,xxDWhQGsBcfqiClbDwfc
1446,43,2756,2,314,JJnPzGFFRlvvrwANtSPK
1234,190,2724,147,213,SpKMCvqyWDVQZIkHdYhv
2632,211,2895,121,423,WhaZFBWshoLVJxlWdyjG
1040,309,1781,55,668,ZkdJDtKnzCaPGsuWcpee
583,660,2290,511,745,CHEXiFCTLMmQdoEgSmIR
2456,542,2679,299,776,AVLUIptbHtvgBTdWxodA
1430,501,2104,445,717,pDarIhPUyDesfCgXszFg
942,448,1606,63,530,AIeNIvDeCkDgCZEMZPnT
1391,82,2763,17,182,rFEICICtiBQcBFyjEeZR
872,629,2234,165,807,YfqMngcINAwWEVCMrzZC
1085,11,2108,4,13,RYheoyfciCxmfAwitopD
1162,318,1834,256,656,UjGhuZCPCsRvEbjQkGyW
992,257,1238,103,743,ikmUPEjfAllgCMdsuFCF
688,29,892,12,71,gfIJCIBaaYoJVxCKOgoG
808,472,2644,24,809,tzYvylYPCiBQigUqGKrQ
10,152,20,123,199,ndykJkSxvQibYBrkjeyL
32,53,276,39,168,WHdinzhWUgvQwQllgTAC
1886,34,2215,1,42,jtNMgBttyjFCEljcAsVb
224,431,561,67,436,xVlJzwbtMFdAJgTjimzI
188,593,2154,482,860,hPZbpMaZUjcIhulBBPdU
378,110,1415,50,843,rSpLmEVJFqVxbDFCteEc
317,332,678,292,405,LMSnPBQQYpGfvegohqWI
1931,702,2964,492,908,cImLoZbIMhDqhvyzwoFO
509,46,2016,7,505,cqcinIUejvhvBQJGAJun
474,462,1384,173,508,UuTPIrfIyQscTXvfFPiO
1412,303,1553,301,880,ozdUrzpXrMOWxqmoUJUE
126,163,162,51,172,binlHTrICxPCPEPUEJSC
271,189,333,83,483,HTWGvESHpKMuCpTkOsvk
262,423,2978,22,625,USnIKrFLgyMfZVviNFRF
849,108,1906,66,129,eInSVXafFKalUwZopmyQ
229,638,1436,238,777,mHjehXxOfrIuqajghqjV
99,401,110,243,447,ckydeSmPsVwGFNgbwdwV
1120,134,1355,53,413,jcyczzDqSBhPCqcfjtNx
399,283,1741,165,550,wQohlvnwkiTcXxLOlMpu
10,388,193,24,720,WbnzinhINwoLAJRkMYfD
194,251,350,70,765,EqwiikWKPxjzpZndQcjf
2562,593,2933,339,890,tOhBZURnXNMtUaYfuHLk
2544,34,2878,32,367,QctELMBcoZMpOnNihHyC
88,2,355,1,90,aucAuYKDsVJFtsBCLbKz
1323,602,1407,475,949,xJxwUxDMhCofRgxxHSBT
1326,501,1488,457,676,apRRObSTQFZBKKkImTlI
1119,125,1781,53,611,pvqkOWnorYaaLaCenLUR
75,127,309,53,765,bmXMTjSIjtPnnZPabkKD
820,214,1993,97,601,SVbGOdFZDJHkwYqlFdoH
777,421,1069,177,567,fDNVMEMWrcmZpgOJfGKL
999,67,1161,9,73,nnjbwrheqZIgsDfhIiQS
8,351,26,47,627,ZcXIHmjlBxEUrxQKALwN
379,311,524,68,342,eXlhbJZhOpjbJUCvvvuI
892,296,1817,137,553,AIvbJYkfZuYMtsbDnrrh
163,336,192,70,409,OcyNBxkXhYgPLoCDgqJo
745,311,2191,155,490,XzGtJSRFwhrjGEqJNOZr
1172,273,1747,100,451,NzhnrEMWHKzNXrziFFoZ
446,842,602,179,953,gfdDizYMPvAiXoeFtIqI
2161,975,2640,161,976,cOnkOXnJYAHGsbshldOK
962,317,1931,79,807,ITZciHIIXJGTuLmYrMSd
1628,187,2246,100,473,qFzrDffjveNozEMvLhVI
2082,196,2951,146,865,nnNuNeUuNYCjKCSjJFPb
831,216,2088,184,705,OBMQyvWJITTvhwYavSOl
2148,121,2330,38,134,kpKoNLQeJNzHVfKBnreQ
1087,403,2830,276,797,nEpATSOHbqdHgmQvPsxQ
1411,196,1963,150,523,KdrBDTBoRMvHOpsgdWbr
404,309,1731,212,459,qrMsrfbQcKwSaErxRUDD
0,117,2,24,954,ZvDawWFWUhCyMTcjPONC
335,234,2206,72,658,DdxfZYFMxhlUuJhtQIWu
1699,493,2565,232,838,HaccpONveGWchsYkWGPd
557,480,2507,88,607,ulfCkUdJzckEXgzaQcLI
298,197,1479,55,198,SYiOJTZNjsSPbrxboAja
886,31,1931,9,96,ZHsVvoSObJYnAZmWtlsG
486,664,710,533,737,klVxaweJBKtOAyMQPNsG
471,285,2805,145,941,lyENCcCSmXtmhigbWwXT
1529,199,1566,101,833,uuZcNMXkqJuCflCzWjdJ
1493,364,2214,298,837,LQkvrcVTnebRtatXOcCw
473,68,2606,43,334,KGANsyWmDdezDasFxRGE
366,517,774,199,913,wBOiqhooswCacjPbtLpz
6,90,1588,87,874,ehbCebuDbkSGrrzDZOPB
241,833,2662,345,969,MntjYGaBNsVpqdeVCCWP
2334,407,2586,76,419,DNdJkhXSamGWqDjOHMwT
974,416,2055,367,661,yxGmuUyXkkVgCYaZlYpA
209,46,1342,35,710,UtmLqjzXHQHfpjDwpxFh
2022,313,2089,242,470,EFIxUeVbzMKljWNffaYK
1288,138,1730,126,167,JBdidVTmcMAyUYeKdJbR
218,22,516,10,52,fuTYJQbvZbxSrztWaxtj
107,223,154,112,313,EWYcoSMVHppiYMLiMgar
377,598,2365,528,873,ISHmgRTtpOsHmAmsTvjE
813,81,1012,29,347,KMiyjUBUklEqxZLDoFXH
262,795,894,785,852,DrSsDUhXYsjBKjprvmDg
13,74,209,4,142,hhtROdAjYuXVObeiahGk
1918,207,2619,29,579,OfxBOoZIPiGUlCHDbDXz
15,196,188,178,474,pJcqyCxBhdRPGAJunkeS
1153,387,2476,13,606,BKzZuNGszFezfydVMgZt
48,654,277,103,934,tIBrBpBCAazARGYqtCkS
1646,132,2844,66,844,lKTzzEBQDwcgoJtXUxhm
1430,169,2223,28,296,hhkyxwAITJgbaXEZnNHQ
1348,165,1389,101,489,jiPtFPezOmirjrBqHLfy
46,395,68,234,553,xreejtQrKwwAoBmwdmyU
22,40,49,19,149,CTQmuChZesziIktOjYGP
426,248,795,215,663,iZyIbaEOSzuaVbjZyTGH
30,133,835,125,374,PrpUNHNLCfZdROnpmxiF
2231,75,2937,41,520,dxNojnSczwFzmNovvuOb
819,364,1400,141,552,LjqXvwgtsKGMWoMpdgbq
611,13,1477,8,23,zduLduEjvtOrZscBBsfO
820,22,2558,3,104,QVQjjNPaEbnwBUfveFGY
1169,442,1693,315,462,vweBWFyMlqXlnHDavvfF
566,674,1119,211,860,dkmqqgROanrQcVIcpVhO
1549,111,2165,78,150,hmfSHmrYmQQOINXpQBZO
905,183,1079,65,468,yPGznJBgLEsWlOOVnYUK
1293,389,2678,202,433,ToRQQtmzbVXPPYasVCaP
1454,336,2246,48,901,yJOiWEadzkgQFozVxeIU
760,12,1471,11,64,JhHDZHOSNweAjkJFYHCf
1562,176,2989,135,775,pzjqJuQuPBwxPRLqWwLD
1141,123,2995,6,859,BQHxHAnHcbhUJLbRUfAO
242,6,1619,5,9,GeMdxOQfpUcyVwKTKbwM
804,652,1559,522,994,dzYpQokTubhatEFTuiLS
394,307,2346,182,814,fUtZMvbEUDPZPPzTSlhx
882,609,1902,536,875,YcURdUojyFilpHcsIjJh
226,926,1334,229,996,uJxIpZxtrqNcDvdmGESc
245,15,862,13,46,FCmhhJNYZJfaUKuVHsnK
1363,64,2223,48,90,jNmolWMTzlleBcbIspyS
404,69,408,17,114,oASbugZXfcDtWbPDKYqL
148,300,1137,244,924,tGLFtwsfBTfMlEObpywS
966,5,2857,0,120,vsryfiewOmENKfvShfOJ
2054,37,2246,33,217,BDtXgiKspGwxeWzYuptU
74,22,234,5,122,FjAoEaWfGXtHaZQcSrZo
2011,37,2843,12,363,IRzomBDwcotJpDRkXwvR
990,671,2159,199,731,rKtltDctiQogIbJrAjgu
374,952,2997,376,970,qSXxiTqlOJxSjUgMUcFc
2563,44,2950,1,459,dRwKLyQGdEPVYLRSIiBH
118,99,2317,77,364,tOZfJIqLSeMyJRhlIgju
1543,517,2629,168,586,eYktPJSNTsmxWySqnQVz
1903,28,2848,23,550,rdBfTNZgxQGtUykQfKdL
41,628,822,239,777,XXbOGNmnpKIqaFzwqkGy
867,15,2079,14,132,TfNVjtyxaPpHtuxgmDfF
267,16,507,8,23,PXYgCHqlSdohFmdvoEmA
1323,98,2070,38,681,vTXQunlaxbNEwGlCPaCE
990,117,1588,30,194,MLfgSQNiWtwIXvlVkveq
397,13,2885,5,199,VjMqsEzlrokcjTVWvrzc
1486,313,2667,4,883,MCSpjdgdnTUzwFRGnfCs
474,314,1362,95,939,eSssiphqRWgdqaOFhExl
306,63,364,60,293,cGbdnjDbSXRcKZVyTkqK
222,178,1086,115,634,olqKzySSGHyCfixWwPNw
463,66,1413,4,725,SsBuBwKWCgQCihtmYoHJ
59,151,60,18,960,GIkirMJZfXtWgAKdmpsP
78,7,129,0,426,LcMcwJUJXlGTyjbvgiNE
551,357,1486,141,403,wwKAXndKUUqZKIPVcuBB
34,196,616,40,302,KNeiqGrazsZoMdfnDJsv
2442,87,2860,35,319,pgBkBkJlmUvZHAghLMZk
30,43,458,31,749,eDqSYsUARDiTSnfQMCrW
1858,67,2048,56,78,HYoFcqoGDEVaOQpWjzdb
1793,96,2207,60,631,vOcNhSYWJyfOMMzZUiUD
1937,39,2774,9,183,CRpdhFDaphbwCiVSOqOE
277,260,2311,255,887,XeBmPtrcnOBERKEkuemU
317,192,2043,42,195,bdGdywATGhgHQdANmKbB
125,208,681,170,902,asgkZFcYQftLARTVaFXU
379,125,1061,92,488,WxWqkSwCGTNtvPIrPNdo
1164,30,2062,9,787,VtzRGMESIiuEmnTybAqc
687,252,1183,243,358,jPaAYjBHATLywOvaLFHa
126,106,575,65,116,AqFCHBlvEnfYvhPoaSIr
265,53,680,25,55,EijXFaDgGgtKrCugmtzb
