user_name,cmv_comments,cmv_subs_commented_on
22,48,BHZCBiTBAjsBkmuNbtYK
104,115,LJiSBmvrQWGJlreKKcuj
17,47,vxwLdmgGIArQZTRisURT
132,670,DCxpbVZPcysCKgAsyOLW
210,641,oXtHgCGabqipYGqYUpBq
562,986,bLSybBhSgNHZrPMUdmZa
21,219,aljYbHllLFAYtcQknMwI
50,186,CZHcUyctNEbFxBovQlkA
5,23,tFwwyFmwCuRNwDKoeOdW
153,272,MWgmDxJFavVPgIABfwQX
179,785,glbwFNQDCiZUnNZnYzuA
34,172,oHBZmanAxyXUZgAxMcmu
60,466,UVquesrISbqGPuYdJZDM
79,651,lzAjCOXqrHFcpFkaatIL
427,516,LFqGWAttBEmQvAJALKuP
201,719,VTuAAbEkofTxHPVrvfoD
148,208,XIwSYTNEoaOiyJouPOJO
388,629,FjkJucfbhNHVgVlWpAgg
869,952,hprDVZVwTjnidyqTkcKq
50,703,ZSzAciXrPwJYzQKJrbIQ
347,804,kxNajVJkBJOUbviSFTJJ
364,547,zsMCmYbctwEbCtnjUtjP
105,244,vLtHGikvvAhSZqeWroUP
1,72,YzBVzjTEYWajZuRCvFLC
179,857,kgctaPvRULbzPSdhhFzK
10,832,rdPXxGVKbJqAVGqHOplj
76,124,kNRCCsAAxYnkjjWrLQCo
46,98,ohodGkEfqvJBpUzFsAFi
58,142,CLeCtKsIySgOSzAzSWPR
308,912,CObkThoVBkESiPHFmpvz
519,619,engEzyzZZJWEBZswJqIN
417,827,sbIKRqZBDQQAcuMNiPCP
74,99,cfCcWCjghMmIdTptstuK
502,743,HUPMwyobgQkOYMTmtWAK
100,237,HPgUmLMOmKlYZmomWzTH
341,484,iPdZaJsXAkUNUehsBYZT
365,503,yPbzemlQCTuryolItSwi
583,948,SoWHqSDsxzukWyhcMDFY
33,695,WXdvBLQeMUNvAuRARAos
79,622,QDVYfCHGbtuZiLAgPQKu
72,404,hVfuIAIbErtmWoBUiYID
217,349,NIxuGfbRRSSUxFjZykVw
115,354,cybPLCnsYDdaPkMzSunl
607,782,IlXIwqSxiGoCriYCtskB
169,187,tIHUrrvIYOwuqlcxxwGt
128,507,nHtOIngXhxTCUJRVEhHH
50,522,FrCApxKyvdlqHRcFLHHq
84,371,VoVqxRnuQQsQRvjTEVsf
205,281,CmDoJunPKtXqXimroRnV
214,500,ypQyhDhqRVqqOCqmYLCD
10,108,wsXZVikNgeKXDvUiudba
184,951,tKBxmoiYgNyeDGdwnqWt
22,534,frWEoQdWzHjaZHSeyQdi
181,505,cavlkRmrRsTWuksnLyBS
436,746,rErIhMdfLwCgcHVhFzyb
76,737,ukBMeHDUrOYgDTNHdbuW
68,136,rSQCdvpEdLMiIyFMddcN
4,302,HryoYnuVCmVXwYoKnQJT
14,191,xAIvehIyWAOZylUJKKLG
318,589,rlawMHvJbiSDJBVsltsC
275,578,nxCioWhXEUzVgNWDCTnk
348,869,VcrJUBwFLssVNXGVswKT
261,774,omWKKaZBRMBoDbrgPkUW
107,577,SbamdTYcONXDFyiIZQry
48,167,FkiHwlqLuUCyYNEDIAmD
665,744,FeCBaQjDGHYdptRYvnkn
163,326,NkGgrUIGiaTEXEgFVPmn
803,807,amGaimdWzSVJrarpOgwI
2,21,bmmSwfkDsBaHTwyKEmrJ
65,68,gXAJckvfieQSzgnUDluV
86,100,usFOxsOozxvoKqeeIbKi
197,208,lbXAPexagnOIrmYcpCuy
427,794,KqTqEjMwDtPHWrLJFQov
238,433,IEpJQaaUZizIBuLvizcM
748,866,VkYueBzWRojgxCDBprLj
385,394,PlTqmPmrIpeIbLwCLJiq
233,378,JZVlfskurMFMBMzwKvUG
68,326,daagwrGVLpgxgOXnmAXA
336,380,HfhANTUCpHmgpvoOnBnZ
162,814,WjiSPJRzPwAbkNMzcIKH
45,427,VopDxJjVZTcTLNVllTXK
22,311,AsHbuNYBtCBxiVZTEGrk
405,493,ymFvNmaelUqOPFLGrMTm
194,540,juQmpdITUfWIuFIZOouV
80,425,CeQKnCrrtmRbtHviFVHr
397,474,nuttCtOublQVDurNvMaU
775,846,gJUUthUkkLEGuauOPRkV
181,332,nvUYKRpifhdqBYCTRKHG
111,596,TwzWbmjvPBhSjXwBSrpe
375,473,aWQGxzdVNRIoliWofTsm
7,8,ReMgYugAgYyrXYDczTxp
686,878,KDRDEdTZpVDJQUQACJHE
71,156,QAqwcKMezdPvlvqlmXbe
25,116,tBIAZSUdlWXaqbIGSURN
98,139,oosrgzGVkJfmTedUADcl
307,704,esPXSAsFtZTKAlusNAGk
228,237,vriIUuZcFkRrskoFLZRB
294,971,hKORSWGDgjUtbKkLsENF
254,923,EqvLlngWxYLdpJLgyUKd
123,145,VFXWPIUpIhmwrMscWdRd
17,83,TqpfGMPVxZXDfmMbFnfc
80,166,XRtaWNXkiNkFcFAZgjcS
370,517,SmoeXgdzbnSifNwakQDH
301,397,hXMThKycyMkpOBULmXxK
395,864,SVgCuCcyeWbduDWmyxoC
51,876,AyqOhaoeHCGvUQOITHSm
173,791,ttPeEeHFdZjZGHwMVIYE
195,974,BCphawQGZpQxLjnbTWTy
12,310,TehIyWXQhCqAiJlDczYb
168,767,QZcADTmfaQxgvrenhrzf
322,733,KeTEZFIVgcsbHcWXKQBC
93,97,ddBQTPleIGfTbRJlDsiZ
681,914,cThltHnuqbLoErjYTKqN
50,103,UQzUJEzDuMeNxpuBgoYm
262,933,wSfprdgsfHrCoMYhEbmC
39,772,lRoYbxzIUdNYnzQndfiR
568,648,JdsaPzzQdLBKivDcRqqW
313,699,pcTuJbaVwegNIcEghcwl
90,605,anReZaTVbVRTuayGmNRQ
30,405,tRjxHiRNWErVtGqNUubR
511,613,KkPexDrZxaRGFbhCVzqb
285,448,KWbAviRehsIskPpyuThe
754,970,EcGYoirHsLxQOBpvWLPT
20,40,vogQKTmrJsZBWFkKzBdn
36,197,aCqCbBTnqFkXVRbHRoHR
81,174,FvJKAADRcCkadSedKWuz
104,450,JydwxlyoEvCPIpCdoaLa
677,983,GGIKrWnpXOhWQnKApwuM
560,823,mJqSZBGSNcsjvkZdxSqh
230,907,JbLubRzOEAmptNAmpSpx
70,299,FrpJXrmJBCoTJWFBbXHX
507,603,JCaPCozbuHjZkBFCbstt
126,234,hmzMcMRuIrvwhBdwZrOU
70,88,dQDatDfKdaokruBKUcci
96,607,tKBJMQCkWkaJMMPaustO
186,218,seshHWAqrfotnGhvzbPz
351,396,xoxMMEhmjQgfxfvlFQuP
347,524,ceBBChicNxAMRZmfCHXu
727,729,mjYIYIaWddtCszAOStlg
2,21,FqHYJiwcwGBgCibcayIL
16,149,MTGrgmxikEAdNfvJoZvr
612,738,ZuJTQSWuketODpLuSCWD
858,904,HcfDSWEXhRmQjMoyKKFV
47,159,GMRMZFGDVELOIKppRmoK
151,870,POuPIdefKycfizsROkDa
90,656,XadblYuSVpvheWkBpOsF
185,348,TldsKVBTngABicituGoq
539,702,YTafhnpNvOThKZDvgdGD
163,745,HNSTqywIjOyErtaPPtSV
3,14,lgHbflMNVnhmpuhELeSs
41,137,rFttsOrTkbTbwJevYVbG
356,922,MoPfNrdwLnrAhywTjXAH
253,336,dxQmaRLJXUlqlyajMiQo
90,833,qWlyxnUjSnttzBCvNqqd
332,994,piRYowxyPPCSSfksYhPy
432,957,crCVfiLXIEMmFTVRrOqT
204,579,xbMwptHsRfTFMtaDboRS
295,420,mzjhPewySWaqeANPVSMe
151,262,qsKUWcNgbevlLfxhnNnR
195,744,kbJLGoPexLAwCvCSQbcu
34,675,FJAJIjtpVxLNXluclLLK
39,40,avoYDNTMHRKUnoUXcsIp
198,200,qjOSgyNHFnApHxDUuZda
130,973,jJpqyQwiEjEKDifxiepm
257,768,CrfILWadJiRaYgfGDWFa
81,106,MYXwkfnnepEVCueZuhNZ
296,473,WlffwaOAaPqqkhDmwImD
4,228,RYpBfpfIODXqSzDkLXYg
453,477,tTlecUmqtbQwVxviKwFR
134,297,kxtESmlJyIPRyoqHuEpn
178,468,KdVvfVifFGRDULYixvON
313,488,AAmojCFfTXCvbUyCUQsQ
388,703,xGubHkdIuSDdiSCbeMZB
80,92,VWxMIzeXfTMLkxqypTVG
237,424,iJgcWnWtQNAyOIXapNpM
113,886,ePaTezaWjNTtSWLIRRPD
166,551,yFbdBRvoVETKkuGSUEeO
95,681,XheLyddhaEPrQUqROXKS
162,506,sUtWAjkQUSYyYpyaHeJJ
10,189,ZQeKmRxBAnPNklEdDnmy
77,319,OagKwSnFRnvnkCAFxhsd
0,4,KsFYHpKEwmhcbmAEWcbm
339,495,SvxgkoNyCRhdqSqfMGCU
336,986,WSVgyfPxMzVBaXgmCKDr
437,592,stHUWYJWpbYjYyFECtSF
390,655,mDZlHmvbgVPfgfXOLUTx
810,840,DOBLwzgmsLFJrzrwrjeN
647,891,elmHtQyiJGxdnxXGfqRy
188,601,CbZtdvtIAkRomLIuKavC
359,613,urIOZMyPdAVVTShAoBYm
46,847,cAKFZwXSbmKMInJDeGAD
172,412,vCGyhULyQCwbmgNkmvTb
107,947,mJZELhOdKbuGFpbcwnPb
449,635,eTrhLgqiZCkIWpaSkBTm
263,642,PdrFNaJmhDWDVhfCfwqz
12,59,EBplImjckUFknexVSqio
137,704,ZjGYVglYhxiwkHkuodmd
229,260,OoOQhWmBFRSLQnAsfqxu
432,628,cnRYneeiSvDEGEaUjgwh
309,315,gywGVxThBNyRFZQFPuBB
398,694,JcNZfGDrIaFqfjUSUFpK
117,124,xqdrmFRbbIFbMCOOzYdY
4,659,aEmMslTcsTJHISUMxMEu
132,400,OwpWJfdVUiUebvXAIcgg
378,583,cSDYpzDpimfTMbfwmdyR
57,84,eqiMrZcAQTPUGqvWszTG
140,195,GpKvDBFkayNJMSqgXHJz
71,475,SMpjOPWxtiXymdylgzMl
541,560,IihcMkuAHgerXAIdTOpL
463,491,VDMYoAUMfkxoFZucHDqV
608,627,SCIysvdniRHQsZKCBaoV
181,397,fAETLeBAidlsyrXIxoWx
201,761,ELPjdTEJSTivrKhzDuGR
74,437,xAHrBiVWKHxqneYGCKBU
123,174,iCTGVHSevZIufAxNQiwG
469,861,YkOFfyYanCLQLNIVQKgz
544,667,rkQZKEMPHwulNODDJGGb
354,962,NlSQATHPswpAZNePswRO
222,757,hHaiJUNErNFbXqednxkO
326,339,yHHfscUJBsLecwJQasbR
45,207,lYHopeLRGYevnqfXCBDZ
145,257,TSCfxORptwJliFwxhkUI
13,64,yAtShgdFlKQFCmVBiKGb
60,229,ZAjwaRppjjrBzePYlDAD
162,664,yDEcaYRbUlBseWHSxyhU
243,286,rnYREDPywEVTZTKAhvkj
5,336,QWskwLQQHACjtTyCczgo
85,97,MpFXLOiRBjmozShqYHlx
399,722,WinpjfIdoJYWQffjszRf
621,640,asAFYUOwlRrxHwMOSjFV
114,141,GQKZiNGGhaqyuBWwmEUc
210,646,pdCTTnyYqNfSytWeLFmM
288,629,fSXOgNavUkDuEDCdEgEu
196,299,EWQPWITftpUVPAZvvzYs
34,177,tYEuMUsFBeAGKVMoGpQR
190,615,dcISngJfTTahJORznoGB
85,550,QdBIpQgcMEkxoekkBiFu
229,854,SceyXBFpONbqeVyqQKdo
87,274,FCmyUifSfxYGhGPbZQrU
17,979,noFOshLHkBkwKXXLfXWN
241,784,eEwpAshsLGTbCTMldTYv
2,34,TvpsNWvSttninSUTIQJN
362,587,FjKxuutvfNJxdLbIVPbz
18,23,dGWkrxBzjJQcsdeKfvxV
1,2,diZKsrlWxUNmySekdNXb
496,711,mNSpvsdIfApHNoqvazlD
297,383,jZemseANQXnWvwOMymqG
686,888,lJiDnONIrXaVXmQMUHFF
7,192,ipyQCUdCXBfJaxSfqvEJ
88,172,CObNJsgiEckLvkWTjHuq
404,751,jIHbRKexfnomRUQKWLdt
665,797,PARMQdmMrNFEGXpNAauC
454,747,PAsOzMVIFqsuXSupZAtE
267,879,EuQJYdgeWjlyxoLdGhla
47,219,unCRUpHVGarGLchMjkrQ
92,239,dVbfYCyIjbKZxOOPccyC
53,997,YAPvWxCGIaVlKljvwqXh
105,138,YoZPQdvcEFWqNZKHgjNt
64,233,IBLFpVfrmepXlNCFOBef
385,400,eBqwLjqIzNPSpdSWbINW
57,324,THpEqCzyKFZeIqaMoHMv
312,932,LunjfEeFRslVAHASLPqa
105,385,slkLGdHzqHdeUDMIUpfr
164,386,uVaSUahmMcUuIlKqbXew
90,482,RgoBvORjulmTHrDlFttc
71,306,DpxePihOwSZLcvSRuteU
21,34,xgujJJpGqAenydTZaaDC
5,874,hMjQDxOYtRWyAiiwRbeO
484,550,DKSgRkMAmmmPeqMjTsAE
271,909,gxUpmfiFcnZDDWuLIbfA
78,127,eWVlgfiCdTTdjbNyKPyd
17,24,QWKGOqnQvQyvLfQnCmql
77,243,PhhlBECDCLkOdFMVrzpm
338,717,LnbGyQuUluRAPXLjvUyv
430,790,ycQtPRHJLOZuhFvHydJU
175,474,NoqBJkZPVpNiaXvfpGyX
11,347,azVvLVauyqAOoBtDIRbO
134,956,BwJlDOUomSicEyFcrJGt
378,530,KahyelBnTGWJcoRCfwww
669,764,RNzNADIlhkbGykdgQawO
514,623,vHiEuweneTxttgjFIzuX
12,41,uvZAKmUWsJZStaPGLZSv
118,696,lgPfZhoFLjWwnkJAZWYp
277,980,EjlaWNFrfgvsIYdwhKZt
617,801,WafkmdRJYuPGyUJxzceN
326,398,HjoXBGAwuMuYaXdOiQfU
8,233,rMqBXQBuiROXtCnMRrnK
1,6,YwVYikQpqlbBymmPcoIq
309,672,pyZXjaKhjLvOLTrMlRSq
99,474,eVOFDwOkwYxZyxwFaBsc
8,139,igWRXudcdIwedReSaysz
246,362,VQsDegdxeplCmYXuKwdu
39,57,BrykUcYSpUZqTfwVvPKJ
180,524,JAIbJQLmSpwbBOGkVEua
710,749,srESNuwchxmivxgRRCXY
29,160,sjROImsBDodgfIFqDQoR
486,650,dxojdqSxMpeAyKyzdRJs
104,915,QFCniRaZlseSwUmeuULj
270,355,SzxyIXBVLjwugGkHGQDu
116,359,FgLiSalhoYKeVCvsYPGM
434,837,tgFXpqlzPcaReRVNcWDM
43,81,LwXiILACuvwBITrPvdAa
710,838,HfqQdpgYIJCZCjOJoffK
414,489,hzCiLQQlVJoeLNNGiYpG
24,851,utWXQOjbSpwJsJhuLBEn
50,697,YzQiOtQbQsyxPwwadIhG
4,115,vqYdVXJErTZmSocvDiHs
15,70,FZvaCXQxSuImcJtNORKk
14,244,uHzoNWYPGDmdWKkfRMET
75,669,mFPgBLulgzmOORtyUXRK
97,891,xfXAaSeNXGFmXshaPcNL
51,407,fEUQnwQcWqSAJWjjHUBq
601,766,mVMMaxwgiiGyVNKsWFcv
399,619,HnfkpkPqxfKozaiBNIBd
88,102,WpnGOAfywhFdWySjthVK
206,931,gpGcWKgKDfJIMVxJqvvz
5,52,dWvkRhOjzroiCGZmfNTE
22,82,yLIBSsWlwXvHnJcVlNTq
105,642,GrxtEDIchzXqlzrZviMU
170,216,PdKEiFKMHlmkGfaBNtBQ
184,493,pbyzsJDuSIKIuWjLpoMF
106,363,pkbFEmmAPBpxWYllQNEz
418,460,mKsFlnkXFMQJSNUSceBA
928,949,iepRaxXrBnlilRMOekoS
41,957,WBbpsuaBsihWETSsAneT
11,152,JbMsxHUJDWQOUqSSTmfc
154,282,igpnQcpHFnvQMaFauOHc
8,298,KnHlJhwDqulrOHFBYdho
187,811,tUUwIsIYQdtYKpnGhaAu
272,879,zKiGLpUYnjwKVRPzeLoq
305,376,BJbOWgubHTsxOIflyvcd
272,631,qMJhZZgyaNsTXogRJGBr
390,559,DhkrxbixEtRHOfOwcbBb
433,915,CrFOjMeUgTWjsLjilMyk
19,636,ZifSBauBBbZxYEkhLlPE
16,57,xXAPObaPXpxLhKpuoBIs
199,809,JuevrhcnLDGIqslubFNK
18,20,fXCzmdSPZMgMbsgwkaEv
46,441,gtEnDAHzSxicAVMzctgq
361,470,pizvivfhksweWYsxJlEO
4,32,KlKqFfuYFanbvMibnjAI
695,828,allJpzEFmaLTJMiGdzPt
2,4,OYJUUbBjnPjysjogumKZ
134,137,LtmQHdFgGRJZUqbYfzSb
334,613,jIEoazLbUnpPTJZGKptb
161,695,zPmYBVVskFfjMTcmdksg
9,449,xJELgdilsRxlOcuyFoAa
279,734,IySfdRPxWuwBprUTEAxW
401,581,usJNpngJlxuNDnAJfvwG
29,36,WCfUftOUcLwBPMZWaRAx
371,703,oaMAOpASjqatMYTtkaeB
199,352,bdYKrTnFxgsDnpeeDRLg
541,695,ouynkPNdaFSVJkQLgRkE
14,105,IvWaiUVMWucdhTtgWVcy
5,72,qiYuoUUoMKZubopZVWxP
458,940,xoidjisxFWwZfuTiJNml
206,349,rTDdBGltUNwJhwXCpAAA
88,197,vPSkQDWaeQegWwjaeCgh
4,709,gKBGuzSTrgBhLouiVgpy
49,196,vxbVuhNMRomTaQpspPAA
142,224,WTanVTYsoWScMcUwGbBY
199,748,jTrVnmcbLFBcXvcNQpDX
536,660,RgaqFQhdYIVLkuemthme
19,43,FexvHsPdMiAXlNXMMTtz
60,261,emSwMFajelDqebyTZcVc
26,659,yspYLCDwOdAqbDnkBXcK
97,590,qAarZlFXqrteVpXFcvTd
7,448,hWgWLSmthXqeXNeGNHfz
9,288,ttMUISKOWMqEHYJNrfWd
131,171,DguUmzBZGxQshAQnvBMX
568,923,jFLrkyQjNqKojQIqJYXd
602,627,jGlwRDBkYFLPvTzQeqMF
38,457,MaiQVlnnMCACacQMREoI
506,640,gMVNmRGKEzkwEfUBRWtg
72,103,YlSrrNUKhBiAIDWfTZKr
362,499,BUyumhyDcMUfyxIExuaD
68,662,AsYvTuGKoIkbZOdRuuKe
2,768,vLPquPyzzGKAeypQclRr
249,512,ECulzhRjwDMJKxVJqacN
247,287,gupWKvBxrxeWpQZSrkJp
516,683,GpeHAsptpImQSLghnfJD
61,81,WbqgnhiWXUOacFSlMvCD
4,461,BNtfUSQeBKLgpKygVPja
60,84,XuBhnafMYuIAfBNMeqAo
140,237,XHUCKyOUuwReIUXfdtyj
17,19,TCOqogYIaDnkuGLyXuSV
533,911,pHnDtKBUbuQZakMDLtln
9,243,CIiRKuijGjEjCONvzMtF
463,887,epmyGYqnyzUHRFrTCpqe
337,903,YPBQzQenelKpYfuWMiOr
628,781,WSSpuPHAjJMuVhUUWQVQ
45,64,RHIVqpEXXOIvYRYZSDTd
516,690,afSRddfvcKSzlfzsVhlW
486,744,ZtzopxhsocJFcJKLNXiL
77,365,jSXXzwVwdNPCqyqcgCdc
173,216,UFpqgGbhvYhlIFUinyli
166,413,FvxnLwBGVAPEsMsBmUEY
552,568,zVEOdNTamCBuPRIKdAIH
167,444,veZynFJiPkAHGvtQFjPg
118,982,krGBlSKnkDGUQfrEVlzt
32,527,RBrhFgMMhyLaAqjHTIwk
33,922,pbsOEkWMloNFWzCkFdWL
39,186,BskMqLToAKrVMEndcftP
172,246,JuiiNHahDpDNxIGRxuoE
194,323,PYQFdIoZLndosjiRCzbp
272,469,nCsKTiaIhpHfmbItHOcO
419,863,BGymVcPemmQoxroYfYjP
164,646,wrcxtqOepSChdmWWaZAo
54,164,LJXPpkOqVcAxlwGjoRLZ
59,135,ftHICobugnsvbsvegMra
245,455,qDyNYyyHzBOfsGyHOICi
262,815,AZhGgcSEqMiSjOeLfJLU
3,312,CrVFAVZoNXROiXuKpucL
17,679,ufQhyEhfPUlsXUnAYlHW
519,780,HYOwNgGLInTiCVuZbyau
546,939,gCmkjUPvxSYurWZsREoU
116,563,ZwDbjpelzAvToBvnaEch
427,456,EQiMFbUAcrjnyYyQPnrD
158,179,zYQVMKymdMivnBngsDIZ
818,985,BEfQrflKACtqLndoLgAM
151,283,EfRztrHACtlxoYKSvHwU
780,904,OgnceMaMcMJEdvVuGQSt
412,480,oUNIxazwNPwbDHuzQVDf
277,343,RDMOZYSMYsMQQXtUoqaa
751,896,oUvwjoePNVGtSpEYJwiE
707,755,dseeggdSwUczrBCbfQoN
126,729,BVTIiEMgOjuQtevJNHYX
310,317,hSFgGEbsOENinAtubYGP
147,327,OoPligRlryQdOmdpXqec
636,984,wTuKkVvfpELzdQOVOUiE
276,551,TxotQjpstzCiRUapgMCd
59,443,jvGfHQjEzQlNZwHvPDLZ
360,770,XOijcWtolxNozBPWChRv
14,521,UrWsUMguPBlAuOGQeufG
154,200,UbyjTcWYqwUWoTybviTN
34,780,wfPdwQWPyocQlkdfzhKE
96,687,SWgDOzSYFYhdUFzMMlnn
112,235,hUMhDvJfBxHDayiEWzbw
68,855,ksQVuetjtNBYrjbEhWvN
239,428,RQhLmadrhiiwdxjczBTX
271,327,JnwNCriMHJjLURKcbQLW
59,137,pAMOXzffZuqTKjZTWbKR
54,732,UmrbmKQgnpGoMizhPROg
285,526,YqwPAQQVolDQJjvJixCA
118,149,VNsWyQdWivmPdAXsYCkV
622,971,zLMJmexiYQHvbiWUQPVm
200,220,rQHHtoDdFyZgLuwPOQCn
40,861,jIuSnUXzcrOWUMIQZIVS
109,272,smXESTgjxyiKCbPuGqxg
103,991,liltJcdVVRPsfkpcJrME
495,628,aZxtcpUPfAwDzeHeqRsm
277,281,hyFjwSqzdIYOofQpBZND
348,883,cNSbGoVEkXzjwiRoxvwS
335,861,mFziDtBIzuqDfGSxKezK
128,580,DuFooPPVllpzsycGdsQm
297,481,KbstpLTIfSxXFDqyxuMZ
329,433,nOtVwOTWpDQboQMBlDxy
38,181,YnsvoxLJIjPMGNLoGhrX
323,395,uvYIMSeNCGfErlZCUzKU
173,568,eTVSvQBdLQpFSRBdcoks
320,370,YLyIPqAQomVlPVrBGMtk
55,332,eDIwjjSiYYLhohXlwlLu
41,113,cMJppDqEgpOHjdHOYbkr
125,578,arYZcaEnnCoKHQwPQdaR
142,607,LqdpPPvVpDXfYWvvxLIc
124,355,YqzdirCDWHipXCxeSfiF
90,231,FQbQwRPhzaMeABYjDXRD
421,679,ZJPTvWJWRPCfBdcCoGlO
385,866,KXZVAnbmxLkuPcZuForo
12,355,KCGcRsrBQOvwcCtdXiJU
247,298,JjLWQlUeOwqRgbVjSWow
150,229,VTuXXQfDRrVOhyljiBhS
28,76,DqiXrsPmGQNlIZvygTSg
474,746,YWNfaoGaOzevrSUSkBtk
2,22,dzRmVySXjVbwXVVksMmI
540,734,NApuErNWKCXHICzROPAP
28,122,klPUBwlDTGvyIlZCSpii
47,372,rjOOkDolgruIgdxMsdcS
75,189,RKZlfOolROWKsiLtIHue
87,393,ZjHfllDXjXRcSFzdhXVP
6,733,ovdyrMRGteKxRHXAeKBv
752,841,mlFmxXDUxCGzvBOPwXIb
598,918,gVDmZreUBnPZPwIsiopK
19,854,IOvnVCrXjRokdQqMuIZO
400,733,fTWCDshzQIlCHuCikegi
0,2,nHafBitKNtflEQFDSUoA
38,157,goICiIaiJedJyAMnQrlz
17,209,qkvMILMCleJrbvuQYkbo
122,677,MIgfzlhCggGJmLGiPgDN
156,306,wvjnMEsvdWpsGAGjumXw
453,563,XSbZPQpRBuBTzfFuCAzT
90,149,BumPBavwzCSsbtwJZKLf
10,67,EVrDrOrBEImqTMQxyozP
159,457,nuQOMhwuDcTFKgyOuatl
25,178,yJmfJXrxJGeSHVUTOPJp
212,319,rmKLVKhEKhxxJyeEiQje
222,333,KMuQuGYCHxVQDIBzUvnC
740,923,dMYchdJXQRXDTsEfvdmJ
156,568,ULYgEipRBzrIpVFiQtAs
453,500,hglNcOjRIrRATRbUFZlZ
628,828,dgCFVYnYmDwXLuXqVHkz
41,304,uqhQWcJVETkrqcnPAxig
123,267,LzXONsUNdFAcxImAHjNc
4,35,gSQPhOwtOHiLYjWCQISl
93,405,dMItHUNOKmxpHatkogha
432,510,IbuzsIiSawhfyepFnHWV
31,904,hrWdchzTnlashYlSWkhV
673,838,HyCtKZrxUdfoxvLjrqms
320,760,zYFBxsWOEfxcleNywbIR
99,179,HprfbxwQgdcdTmpWmGvE
147,201,KouSJvWbbjsVSglIzpJR
356,938,bLVlTPlXrXnrdcUqBWmu
448,553,nAaTeMBYzrzQGnUCYBNS
328,507,RXQjwStSSXAXKmjCMuwz
143,612,dVOxWEiuNsVSojjLNxdx
680,995,leCrXnhQjdOnaDZdnSqZ
228,685,BQbCmpZZnDnFdmJAokJQ
168,316,ODuxvQSMzixoKCmHgcwm
187,577,zVufFGtogPddAahqxZmY
35,113,RGzqJlYWFkkMTrkIOzhq
211,838,wXvzGlKBgELmZZsJbvan
60,120,YzTbFfYIeQsWXMyJyFIq
16,579,SDZoSjMvhmruOcgQRLfC
733,829,TXNHtpoJFpFjbveQSesX
58,152,mkoHTPfDxYhpfIgxPoHk
88,769,yutZpGgCIIqiBBMkYDak
96,445,MgXvVJXbrevUKsAFPUre
171,362,kdWydvJBDtqxLtqGwZBE
131,324,AGaRmSVWhxveNjKiwftw
136,519,hkPEjaRTWdIZVJYwMzSW
189,264,fKYbyAQerIqmbEGeqlJW
30,484,MfaufegQTrQIsxBdJDOI
93,109,HnTNgYGEtmQlDqSMhWnF
128,489,ySGLOxwIvOayiZmmCxjQ
257,270,NYEkSamKGYxSAoSFzYEf
1,69,CMjYOTckHsqCKamnmToV
47,101,yCeubyXBDGoMbWJhiJtY
552,974,liuzvsqfUTKzxxiLcsrc
35,776,lfaXjBivnrtAdjlEuNPD
41,554,BGdHMLoaiTsMyclxNUlq
102,420,tmiBicqRLdyjdaATfToe
462,467,KzFZaNeCmqKejlBWioPZ
253,774,zhttQoErXhaGqhTFfNWJ
92,97,wgvPvqQIeHKRAeOZlqdm
158,560,KGYHVnFkquYHgYjQbntJ
525,899,NIDgYGQaUErJPDSZTvNM
121,899,tgxRrIntbTVKjkfbmgMp
138,176,CkIRMDGbFQXwrWfQVNhD
564,655,VZlWkTDzuyvviUTfKCUq
329,561,vVXOILZWsNZzxiSChaUm
811,867,mSbTIopFgdVioyodovKe
240,384,bShvEmXaRRvEeyhMGSku
890,989,nRMBagHOENEmiXcbBTjR
235,400,ZhdmCwpnsNAduqhbeIQy
46,743,mUUMXDVBDDyqXsiAltED
86,190,FNdwISebJPqVXoyuckWu
218,807,RPZZVOKLicEFLPyUvnoE
723,733,bQJmVxlkpWNjhKXNBhyq
151,289,ATsGsMvEvEyazkpPrcnl
797,894,vcEiWSVrdMWyIqXmAoXt
370,619,iEKGgByGNSpkWwfJiFRz
253,487,CwUuHtwROdzdWWKixGGH
639,799,yeXVeSGMAlWFDLSHwGtY
168,377,TUNhzKEpOaQNXOOLAtXu
397,916,hQYXiItrpDNvTiTvJmgc
411,628,beLBtJrfJNpZlLwoZmcr
306,395,HlgaHTybcHdDsPfMDaQB
310,625,UDGSRAbyfrExfZUDqMDp
581,832,NVHgJtpsNRtAYGOoxEKF
115,139,yAXkTrXsHvjOtGNGzOaP
356,627,xXtIXzKMnUSpSozLsTRS
7,92,OQFypaswXuQseKkGXlBj
75,662,TOcwNJSXlUdWguvfFKjk
240,295,XjrrqmSalngkKUdPZJID
735,799,JwHCAhQXRktaztucgWqS
164,501,jmrzwDhYXXlWRoqrVNiD
295,702,VLOcMhzYvCmJfNjCjjbQ
502,878,cotcRehrdSMPjnigxETI
142,493,xqERMhDPiSfbGGVXlhhD
68,112,LhpiyBWUeTnMcZxMPUxa
830,848,FKWJqCAnHHciAjxjLEFa
732,798,dsIgJFCcKyPgcEnKWQmW
484,487,XhzRjausuaQZHPVRfahc
682,804,PgPcCFCfjGwJXOBZZrki
476,698,CZkJWCKgsJrgOTgJVJRc
397,581,cAMDsWBgnjkmlXvyWYNN
327,598,PktpReQUwlyvcfZkoPHX
55,514,NYeyJBAyHKczopJjTgmm
261,520,alcoUXnJwlVyaRzcfzTW
926,990,vahQPNmvOiXLDzlOUazO
208,759,OBuKPIbMaiZpBeXXVwjg
11,306,eZZtwOlWYpgBItheupUN
